source;target;weight
233;219;30.00
233;221;70.59
233;224;91.15
233;225;7.61
233;230;62.97
233;234;83.68
233;239;32.45
233;241;8.48
233;242;73.54
233;246;88.14
233;252;73.44
233;256;35.50
233;328;2.19
234;206;37.51
234;212;64.83
234;226;11.90
234;231;39.11
234;233;83.68
234;236;12.18
234;238;65.48
234;240;37.27
234;241;36.11
234;245;87.33
234;246;85.97
234;248;79.56
234;253;83.13
234;254;16.46
234;271;95.86
235;210;37.35
235;216;47.40
235;223;72.02
235;236;54.72
235;238;67.24
235;239;100.95
235;242;12.51
235;243;21.52
235;244;65.80
235;245;43.87
235;248;15.11
235;250;65.22
235;253;10.97
235;259;34.70
235;277;95.36
236;204;13.92
236;206;24.54
236;213;30.82
236;221;55.02
236;223;28.65
236;229;50.48
236;231;20.87
236;232;5.58
236;234;12.18
236;235;54.72
236;238;33.44
236;240;48.11
236;243;9.42
236;250;95.53
236;257;80.89
237;223;33.20
237;230;63.66
237;232;27.04
237;238;25.05
237;239;71.48
237;240;34.15
237;241;86.49
237;242;45.59
237;246;53.58
237;247;5.50
237;250;90.19
237;251;58.40
237;256;98.11
237;257;53.30
237;260;33.47
238;207;54.74
238;215;71.15
238;225;77.61
238;229;58.64
238;230;5.08
238;232;10.51
238;234;65.48
238;235;67.24
238;236;33.44
238;237;25.05
238;246;67.91
238;248;34.88
238;249;61.26
238;256;77.78
238;258;47.92
239;189;50.29
239;218;3.30
239;220;5.84
239;226;80.93
239;227;61.22
239;229;77.71
239;230;4.42
239;233;32.45
239;235;100.95
239;237;71.48
239;242;38.83
239;245;73.47
239;248;17.66
239;251;10.37
239;260;57.53
240;220;27.16
240;222;17.42
240;226;33.51
240;227;75.77
240;234;37.27
240;236;48.11
240;237;34.15
240;241;56.35
240;242;2.22
240;243;32.08
240;246;8.47
240;247;40.37
240;249;27.26
240;252;70.16
240;257;59.63
241;201;45.54
241;219;2.24
241;223;96.30
241;233;8.48
241;234;36.11
241;237;86.49
241;240;56.35
241;242;34.50
241;246;63.22
241;247;3.49
241;248;23.23
241;258;89.54
241;263;39.58
241;272;21.95
241;274;12.21
242;206;17.18
242;211;59.26
242;216;35.79
242;218;73.85
242;228;97.41
242;231;56.94
242;233;73.54
242;235;12.51
242;237;45.59
242;239;38.83
242;240;2.22
242;241;34.50
242;253;97.13
242;257;14.97
242;281;47.59
243;169;75.75
243;218;28.87
243;223;17.97
243;232;34.06
243;235;21.52
243;236;9.42
243;240;32.08
243;244;31.85
243;246;50.64
243;248;24.05
243;249;12.91
243;256;4.57
243;258;61.49
243;263;7.36
243;268;40.01
244;222;4.30
244;228;83.90
244;229;75.17
244;235;65.80
244;243;31.85
244;246;55.25
244;247;19.59
244;249;98.14
244;253;61.58
244;254;16.34
244;255;10.35
244;261;61.51
244;267;99.56
244;277;47.32
244;280;52.33
245;226;23.01
245;232;52.77
245;234;87.33
245;235;43.87
245;239;73.47
245;246;55.54
245;247;70.65
245;249;1.55
245;250;99.32
245;252;11.47
245;254;19.33
245;255;14.88
245;257;58.54
245;260;10.50
245;272;88.15
246;209;40.25
246;221;72.26
246;232;91.22
246;233;88.14
246;234;85.97
246;237;53.58
246;238;67.91
246;240;8.47
246;241;63.22
246;243;50.64
246;244;55.25
246;245;55.54
246;247;35.19
246;252;12.86
246;258;68.61
247;214;15.18
247;237;5.50
247;240;40.37
247;241;3.49
247;244;19.59
247;245;70.65
247;246;35.19
247;248;23.07
247;249;59.66
247;250;98.83
247;252;27.61
247;253;77.06
247;254;97.58
247;256;84.85
247;292;90.30
248;205;29.87
248;231;56.59
248;232;72.62
248;234;79.56
248;235;15.11
248;238;34.88
248;239;17.66
248;241;23.23
248;243;24.05
248;247;23.07
248;253;19.11
248;254;30.24
248;257;14.03
248;264;31.15
248;272;77.91
249;215;56.08
249;218;47.00
249;221;43.13
249;224;45.80
249;232;18.94
249;238;61.26
249;240;27.26
249;243;12.91
249;244;98.14
249;245;1.55
249;247;59.66
249;255;97.05
249;256;24.93
249;266;59.65
249;288;49.15
250;225;51.32
250;230;68.85
250;235;65.22
250;236;95.53
250;237;90.19
250;245;99.32
250;247;98.83
250;251;96.72
250;252;40.04
250;255;13.10
250;260;74.28
250;266;56.19
250;274;16.49
250;287;7.88
250;293;54.12
251;201;24.85
251;210;51.30
251;224;20.77
251;225;97.93
251;232;67.11
251;237;58.40
251;239;10.37
251;250;96.72
251;253;86.18
251;255;86.70
251;257;83.96
251;259;95.89
251;261;12.12
251;264;77.30
251;269;35.90
252;233;73.44
252;240;70.16
252;245;11.47
252;246;12.86
252;247;27.61
252;250;40.04
252;253;4.40
252;255;41.65
252;260;84.25
252;263;35.60
252;272;18.99
252;280;6.18
252;287;98.96
252;298;16.90
252;323;66.69
253;230;47.09
253;232;97.83
253;234;83.13
253;235;10.97
253;242;97.13
253;244;61.58
253;247;77.06
253;248;19.11
253;251;86.18
253;252;4.40
253;257;92.59
253;258;25.96
253;265;10.18
253;275;49.00
253;300;63.48
254;225;28.94
254;234;16.46
254;244;16.34
254;245;19.33
254;247;97.58
254;248;30.24
254;255;6.02
254;256;86.41
254;257;4.76
254;259;49.79
254;262;60.27
254;264;94.28
254;268;94.95
254;281;87.53
254;288;100.84
255;228;17.10
255;244;10.35
255;245;14.88
255;249;97.05
255;250;13.10
255;251;86.70
255;252;41.65
255;254;6.02
255;256;51.59
255;257;36.33
255;258;62.44
255;260;11.14
255;261;82.54
255;263;70.66
255;297;20.52
256;219;85.26
256;222;40.51
256;231;64.90
256;233;35.50
256;237;98.11
256;238;77.78
256;243;4.57
256;247;84.85
256;249;24.93
256;254;86.41
256;255;51.59
256;258;85.27
256;264;76.40
256;274;93.45
256;282;100.44
257;204;78.50
257;236;80.89
257;237;53.30
257;240;59.63
257;242;14.97
257;245;58.54
257;248;14.03
257;251;83.96
257;253;92.59
257;254;4.76
257;255;36.33
257;258;30.01
257;262;79.69
257;264;82.30
257;270;44.60
258;214;86.46
258;215;35.14
258;238;47.92
258;241;89.54
258;243;61.49
258;246;68.61
258;253;25.96
258;255;62.44
258;256;85.27
258;257;30.01
258;259;75.07
258;262;24.12
258;269;58.46
258;270;49.67
258;274;7.96
259;228;75.16
259;235;34.70
259;251;95.89
259;254;49.79
259;258;75.07
259;260;35.34
259;261;87.19
259;262;24.45
259;264;48.08
259;265;64.15
259;268;73.01
259;273;33.30
259;276;1.48
259;278;30.59
259;317;33.50
260;217;83.31
260;232;66.22
260;237;33.47
260;239;57.53
260;245;10.50
260;250;74.28
260;252;84.25
260;255;11.14
260;259;35.34
260;261;16.66
260;262;92.34
260;264;74.45
260;267;42.26
260;300;96.79
260;323;50.50
261;244;61.51
261;251;12.12
261;255;82.54
261;259;87.19
261;260;16.66
261;262;60.52
261;263;15.76
261;264;96.23
261;267;44.85
261;269;96.42
261;273;81.53
261;275;19.73
261;282;92.10
261;294;81.85
261;298;5.81
262;229;96.04
262;230;1.02
262;254;60.27
262;257;79.69
262;258;24.12
262;259;24.45
262;260;92.34
262;261;60.52
262;263;75.61
262;264;37.34
262;267;23.82
262;269;77.75
262;270;42.22
262;294;98.46
262;299;19.78
263;198;60.46
263;241;39.58
263;243;7.36
263;252;35.60
263;255;70.66
263;261;15.76
263;262;75.61
263;264;44.01
263;265;16.67
263;266;89.81
263;272;32.37
263;273;62.93
263;275;18.75
263;294;92.50
263;302;53.27
264;228;4.84
264;248;31.15
264;251;77.30
264;254;94.28
264;256;76.40
264;257;82.30
264;259;48.08
264;260;74.45
264;261;96.23
264;262;37.34
264;263;44.01
264;291;100.52
264;292;60.98
264;296;17.94
264;302;81.65
265;253;10.18
265;259;64.15
265;263;16.67
265;267;21.89
265;268;37.48
265;269;19.87
265;270;22.72
265;273;41.31
265;274;28.81
265;278;45.43
265;281;46.00
265;284;81.52
265;286;67.81
265;291;80.62
265;302;29.48
266;224;31.16
266;249;59.65
266;250;56.19
266;263;89.81
266;268;58.78
266;269;62.23
266;270;37.22
266;274;55.99
266;275;53.92
266;277;24.08
266;284;49.19
266;290;20.97
266;293;51.66
266;294;12.64
266;296;94.61
267;244;99.56
267;260;42.26
267;261;44.85
267;262;23.82
267;265;21.89
267;268;57.14
267;269;30.55
267;270;58.36
267;272;36.24
267;273;80.88
267;274;64.05
267;279;98.29
267;283;78.39
267;288;17.52
267;301;49.78
268;200;72.64
268;226;44.52
268;243;40.01
268;254;94.95
268;259;73.01
268;265;37.48
268;266;58.78
268;267;57.14
268;272;20.18
268;275;70.75
268;277;68.36
268;281;18.24
268;283;81.96
268;284;50.83
268;292;40.89
269;201;53.74
269;251;35.90
269;258;58.46
269;261;96.42
269;262;77.75
269;265;19.87
269;266;62.23
269;267;30.55
269;270;85.01
269;273;46.11
269;277;5.94
269;281;75.50
269;282;1.22
269;304;44.37
269;315;52.68
270;257;44.60
270;258;49.67
270;262;42.22
270;265;22.72
270;266;37.22
270;267;58.36
270;269;85.01
270;274;66.98
270;275;25.70
270;277;67.05
270;281;77.63
270;286;97.08
270;290;89.55
270;291;53.61
270;294;56.19
271;234;95.86
271;272;65.61
271;273;48.53
271;274;46.15
271;275;68.36
271;277;31.95
271;280;22.36
271;282;56.02
271;286;60.02
271;287;56.22
271;288;100.94
271;289;85.25
271;300;55.95
271;303;59.89
271;330;57.29
272;241;21.95
272;245;88.15
272;248;77.91
272;252;18.99
272;263;32.37
272;267;36.24
272;268;20.18
272;271;65.61
272;274;38.92
272;282;17.30
272;285;9.47
272;293;44.41
272;295;62.73
272;311;49.94
272;347;63.41
273;259;33.30
273;261;81.53
273;263;62.93
273;265;41.31
273;267;80.88
273;269;46.11
273;271;48.53
273;275;69.11
273;278;40.50
273;280;12.63
273;281;12.68
273;288;29.61
273;296;90.62
273;311;44.45
273;318;88.32
274;241;12.21
274;250;16.49
274;256;93.45
274;258;7.96
274;265;28.81
274;266;55.99
274;267;64.05
274;270;66.98
274;271;46.15
274;272;38.92
274;276;75.77
274;284;7.43
274;288;29.12
274;294;5.44
274;300;100.81
275;253;49.00
275;261;19.73
275;263;18.75
275;266;53.92
275;268;70.75
275;270;25.70
275;271;68.36
275;273;69.11
275;276;3.92
275;277;40.97
275;283;62.52
275;287;1.70
275;302;25.36
275;312;71.58
275;317;17.44
276;259;1.48
276;274;75.77
276;275;3.92
276;277;51.72
276;278;20.01
276;280;19.58
276;281;16.87
276;282;13.05
276;284;72.89
276;285;36.64
276;291;64.81
276;296;80.08
276;301;30.96
276;304;62.13
276;317;77.44
277;219;98.85
277;226;7.91
277;235;95.36
277;244;47.32
277;266;24.08
277;268;68.36
277;269;5.94
277;270;67.05
277;271;31.95
277;275;40.97
277;276;51.72
277;278;84.66
277;281;74.31
277;287;46.13
277;314;86.77
278;259;30.59
278;265;45.43
278;273;40.50
278;276;20.01
278;277;84.66
278;279;13.29
278;282;16.78
278;285;55.91
278;289;23.28
278;291;83.63
278;292;51.50
278;293;84.44
278;294;29.28
278;297;2.22
278;340;92.36
279;267;98.29
279;278;13.29
279;280;31.31
279;281;28.78
279;282;79.06
279;285;100.40
279;286;6.06
279;289;7.18
279;290;5.66
279;293;26.06
279;295;11.96
279;300;34.77
279;304;12.90
279;308;42.44
279;384;4.23
280;244;52.33
280;252;6.18
280;271;22.36
280;273;12.63
280;276;19.58
280;279;31.31
280;283;1.54
280;286;12.49
280;290;92.84
280;291;80.92
280;294;17.63
280;295;91.56
280;297;26.36
280;298;56.80
280;302;73.97
281;242;47.59
281;254;87.53
281;265;46.00
281;268;18.24
281;269;75.50
281;270;77.63
281;273;12.68
281;276;16.87
281;277;74.31
281;279;28.78
281;282;73.92
281;284;49.79
281;295;91.38
281;303;50.31
281;306;83.13
282;256;100.44
282;261;92.10
282;269;1.22
282;271;56.02
282;272;17.30
282;276;13.05
282;278;16.78
282;279;79.06
282;281;73.92
282;284;80.66
282;286;90.17
282;288;4.29
282;293;43.12
282;299;46.98
282;307;75.48
283;267;78.39
283;268;81.96
283;275;62.52
283;280;1.54
283;284;74.62
283;285;29.91
283;286;42.32
283;288;27.52
283;291;83.40
283;292;44.42
283;293;11.52
283;294;29.58
283;306;28.88
283;308;11.10
283;310;11.92
284;265;81.52
284;266;49.19
284;268;50.83
284;274;7.43
284;276;72.89
284;281;49.79
284;282;80.66
284;283;74.62
284;285;12.14
284;286;17.92
284;293;19.28
284;294;67.68
284;299;79.74
284;302;99.91
284;315;15.25
285;272;9.47
285;276;36.64
285;278;55.91
285;279;100.40
285;283;29.91
285;284;12.14
285;287;10.74
285;291;22.07
285;292;28.22
285;293;21.56
285;296;80.98
285;299;55.71
285;302;93.81
285;306;7.47
285;312;40.12
286;265;67.81
286;270;97.08
286;271;60.02
286;279;6.06
286;280;12.49
286;282;90.17
286;283;42.32
286;284;17.92
286;287;16.90
286;291;46.56
286;294;59.03
286;295;39.27
286;297;27.07
286;305;44.29
286;323;100.95
287;250;7.88
287;252;98.96
287;271;56.22
287;275;1.70
287;277;46.13
287;285;10.74
287;286;16.90
287;290;68.56
287;292;82.85
287;295;46.83
287;296;3.59
287;298;8.39
287;305;80.02
287;306;3.08
287;309;67.69
288;249;49.15
288;254;100.84
288;267;17.52
288;271;100.94
288;273;29.61
288;274;29.12
288;282;4.29
288;283;27.52
288;289;96.87
288;292;67.12
288;294;62.75
288;299;17.49
288;303;25.60
288;310;38.29
288;328;81.22
289;218;51.30
289;271;85.25
289;278;23.28
289;279;7.18
289;288;96.87
289;290;48.15
289;296;76.74
289;297;17.52
289;299;75.92
289;303;67.59
289;307;18.54
289;311;56.69
289;312;35.64
289;313;44.59
289;326;83.34
290;266;20.97
290;270;89.55
290;279;5.66
290;280;92.84
290;287;68.56
290;289;48.15
290;291;68.35
290;292;80.58
290;299;25.22
290;305;62.63
290;306;40.91
290;312;19.95
290;315;7.90
290;332;66.94
290;337;38.65
291;264;100.52
291;265;80.62
291;270;53.61
291;276;64.81
291;278;83.63
291;280;80.92
291;283;83.40
291;285;22.07
291;286;46.56
291;290;68.35
291;293;56.60
291;294;73.64
291;297;14.73
291;298;71.92
291;312;43.76
292;247;90.30
292;264;60.98
292;268;40.89
292;278;51.50
292;283;44.42
292;285;28.22
292;287;82.85
292;288;67.12
292;290;80.58
292;293;52.60
292;297;34.40
292;299;33.77
292;304;7.36
292;305;70.59
292;312;86.06
293;250;54.12
293;266;51.66
293;272;44.41
293;278;84.44
293;279;26.06
293;282;43.12
293;283;11.52
293;284;19.28
293;285;21.56
293;291;56.60
293;292;52.60
293;296;38.70
293;297;9.59
293;310;59.94
293;314;35.53
294;261;81.85
294;262;98.46
294;263;92.50
294;266;12.64
294;270;56.19
294;274;5.44
294;278;29.28
294;280;17.63
294;283;29.58
294;284;67.68
294;286;59.03
294;288;62.75
294;291;73.64
294;296;66.22
294;297;44.13
295;272;62.73
295;279;11.96
295;280;91.56
295;281;91.38
295;286;39.27
295;287;46.83
295;296;38.03
295;297;42.28
295;298;7.53
295;302;21.42
295;304;53.63
295;314;54.97
295;316;36.97
295;329;23.77
295;354;76.41
296;264;17.94
296;266;94.61
296;273;90.62
296;276;80.08
296;285;80.98
296;287;3.59
296;289;76.74
296;293;38.70
296;294;66.22
296;295;38.03
296;298;43.47
296;301;81.72
296;302;84.27
296;303;58.19
296;311;34.85
297;255;20.52
297;278;2.22
297;280;26.36
297;286;27.07
297;289;17.52
297;291;14.73
297;292;34.40
297;293;9.59
297;294;44.13
297;295;42.28
297;298;43.03
297;300;71.04
297;302;25.74
297;304;62.03
297;311;29.89
298;252;16.90
298;261;5.81
298;280;56.80
298;287;8.39
298;291;71.92
298;295;7.53
298;296;43.47
298;297;43.03
298;300;38.64
298;301;74.57
298;302;78.67
298;303;2.51
298;307;42.58
298;314;20.66
298;327;41.41
299;262;19.78
299;282;46.98
299;284;79.74
299;285;55.71
299;288;17.49
299;289;75.92
299;290;25.22
299;292;33.77
299;301;86.70
299;302;99.25
299;305;32.79
299;312;11.76
299;315;13.00
299;316;13.86
299;318;11.93
300;253;63.48
300;260;96.79
300;271;55.95
300;274;100.81
300;279;34.77
300;297;71.04
300;298;38.64
300;303;83.43
300;313;54.25
300;314;91.92
300;315;6.44
300;317;98.74
300;319;84.45
300;325;95.88
300;331;51.35
301;267;49.78
301;276;30.96
301;296;81.72
301;298;74.57
301;299;86.70
301;303;77.20
301;304;57.83
301;306;8.06
301;308;98.80
301;310;43.39
301;316;12.38
301;318;13.34
301;320;62.68
301;322;7.48
301;333;34.48
302;263;53.27
302;264;81.65
302;265;29.48
302;275;25.36
302;280;73.97
302;284;99.91
302;285;93.81
302;295;21.42
302;296;84.27
302;297;25.74
302;298;78.67
302;299;99.25
302;306;20.61
302;308;35.19
302;334;21.22
303;271;59.89
303;281;50.31
303;288;25.60
303;289;67.59
303;296;58.19
303;298;2.51
303;300;83.43
303;301;77.20
303;304;82.70
303;308;100.74
303;309;45.53
303;310;5.42
303;311;57.89
303;314;30.72
303;317;21.62
304;269;44.37
304;276;62.13
304;279;12.90
304;292;7.36
304;295;53.63
304;297;62.03
304;301;57.83
304;303;82.70
304;307;20.27
304;309;23.80
304;311;98.20
304;315;84.77
304;318;29.43
304;326;28.15
304;338;39.36
305;232;96.29
305;286;44.29
305;287;80.02
305;290;62.63
305;292;70.59
305;299;32.79
305;306;54.12
305;310;90.39
305;313;47.33
305;315;53.53
305;316;62.46
305;317;89.30
305;319;79.85
305;320;62.85
305;322;88.93
306;281;83.13
306;283;28.88
306;285;7.47
306;287;3.08
306;290;40.91
306;301;8.06
306;302;20.61
306;305;54.12
306;308;26.56
306;311;43.26
306;314;62.33
306;317;94.72
306;320;51.22
306;321;87.09
306;323;36.56
307;282;75.48
307;289;18.54
307;298;42.58
307;304;20.27
307;308;7.93
307;309;36.46
307;310;20.70
307;311;2.60
307;312;40.87
307;322;86.77
307;324;68.83
307;333;75.92
307;339;39.37
307;345;67.75
307;349;9.99
308;279;42.44
308;283;11.10
308;301;98.80
308;302;35.19
308;303;100.74
308;306;26.56
308;307;7.93
308;310;45.61
308;311;56.84
308;314;53.70
308;316;23.24
308;318;88.79
308;324;18.47
308;328;95.56
308;331;67.55
309;287;67.69
309;303;45.53
309;304;23.80
309;307;36.46
309;310;49.63
309;311;90.44
309;314;21.34
309;316;44.39
309;318;58.45
309;322;97.80
309;325;95.40
309;327;49.17
309;330;68.16
309;334;40.51
309;370;78.65
310;283;11.92
310;288;38.29
310;293;59.94
310;301;43.39
310;303;5.42
310;305;90.39
310;307;20.70
310;308;45.61
310;309;49.63
310;312;99.95
310;317;41.28
310;326;42.07
310;330;51.99
310;331;42.92
310;335;29.35
311;272;49.94
311;273;44.45
311;289;56.69
311;296;34.85
311;297;29.89
311;303;57.89
311;304;98.20
311;306;43.26
311;307;2.60
311;308;56.84
311;309;90.44
311;312;27.34
311;313;87.68
311;320;73.31
311;349;48.25
312;275;71.58
312;285;40.12
312;289;35.64
312;290;19.95
312;291;43.76
312;292;86.06
312;299;11.76
312;307;40.87
312;310;99.95
312;311;27.34
312;318;67.23
312;320;79.37
312;326;77.64
312;335;68.13
312;340;46.58
313;289;44.59
313;300;54.25
313;305;47.33
313;311;87.68
313;314;70.46
313;316;98.68
313;318;4.43
313;322;8.54
313;324;52.70
313;333;48.02
313;340;17.88
313;341;3.95
313;342;42.03
313;348;42.70
313;359;5.63
314;277;86.77
314;293;35.53
314;295;54.97
314;298;20.66
314;300;91.92
314;303;30.72
314;306;62.33
314;308;53.70
314;309;21.34
314;313;70.46
314;317;27.40
314;325;77.13
314;329;22.36
314;335;93.04
314;341;52.91
315;269;52.68
315;284;15.25
315;290;7.90
315;299;13.00
315;300;6.44
315;304;84.77
315;305;53.53
315;316;27.71
315;320;11.03
315;323;16.28
315;335;91.78
315;338;44.09
315;341;23.91
315;353;19.55
315;367;82.72
316;295;36.97
316;299;13.86
316;301;12.38
316;305;62.46
316;308;23.24
316;309;44.39
316;313;98.68
316;315;27.71
316;317;27.35
316;318;83.50
316;319;77.71
316;320;89.93
316;322;50.46
316;326;1.89
316;344;94.58
317;259;33.50
317;275;17.44
317;276;77.44
317;300;98.74
317;303;21.62
317;305;89.30
317;306;94.72
317;310;41.28
317;314;27.40
317;316;27.35
317;320;29.01
317;325;14.45
317;328;6.24
317;332;21.03
317;352;62.11
318;273;88.32
318;299;11.93
318;301;13.34
318;304;29.43
318;308;88.79
318;309;58.45
318;312;67.23
318;313;4.43
318;316;83.50
318;324;81.01
318;329;33.18
318;333;82.24
318;335;4.18
318;342;83.22
318;407;94.41
319;300;84.45
319;305;79.85
319;316;77.71
319;320;3.64
319;321;60.23
319;322;79.36
319;323;20.68
319;326;76.97
319;327;69.91
319;328;81.20
319;329;24.00
319;330;13.60
319;332;70.10
319;333;58.09
319;348;79.40
320;301;62.68
320;305;62.85
320;306;51.22
320;311;73.31
320;312;79.37
320;315;11.03
320;316;89.93
320;317;29.01
320;319;3.64
320;322;91.18
320;327;99.04
320;334;90.54
320;336;16.16
320;338;10.96
320;356;55.94
321;211;67.24
321;306;87.09
321;319;60.23
321;322;23.19
321;324;26.26
321;326;48.80
321;330;99.07
321;331;45.80
321;332;42.72
321;334;100.18
321;335;12.20
321;336;13.30
321;339;14.57
321;342;91.38
321;345;94.51
322;301;7.48
322;305;88.93
322;307;86.77
322;309;97.80
322;313;8.54
322;316;50.46
322;319;79.36
322;320;91.18
322;321;23.19
322;324;100.97
322;327;6.22
322;335;52.85
322;340;32.08
322;352;79.20
322;364;79.36
323;252;66.69
323;260;50.50
323;286;100.95
323;306;36.56
323;315;16.28
323;319;20.68
323;327;28.43
323;329;90.50
323;330;83.98
323;333;73.15
323;335;24.75
323;337;27.90
323;338;53.79
323;345;84.38
323;368;88.50
324;307;68.83
324;308;18.47
324;313;52.70
324;318;81.01
324;321;26.26
324;322;100.97
324;325;64.70
324;327;1.13
324;328;63.83
324;334;36.47
324;335;62.78
324;338;88.17
324;344;86.92
324;345;52.86
324;355;60.01
325;300;95.88
325;309;95.40
325;314;77.13
325;317;14.45
325;324;64.70
325;326;79.73
325;327;27.41
325;329;11.70
325;330;78.57
325;331;53.97
325;335;61.41
325;337;78.21
325;349;75.16
325;350;61.58
325;362;55.55
326;289;83.34
326;304;28.15
326;310;42.07
326;312;77.64
326;316;1.89
326;319;76.97
326;321;48.80
326;325;79.73
326;327;92.32
326;328;29.73
326;330;37.46
326;331;47.89
326;332;40.15
326;344;75.56
326;359;85.35
327;298;41.41
327;309;49.17
327;319;69.91
327;320;99.04
327;322;6.22
327;323;28.43
327;324;1.13
327;325;27.41
327;326;92.32
327;328;13.37
327;331;74.44
327;332;57.95
327;338;75.87
327;359;16.18
327;378;54.13
328;233;2.19
328;288;81.22
328;308;95.56
328;317;6.24
328;319;81.20
328;324;63.83
328;326;29.73
328;327;13.37
328;330;71.60
328;334;20.59
328;337;91.01
328;339;34.57
328;346;67.22
328;352;11.18
328;389;62.06
329;295;23.77
329;314;22.36
329;318;33.18
329;319;24.00
329;323;90.50
329;325;11.70
329;330;55.32
329;332;36.79
329;333;41.40
329;338;4.50
329;340;39.98
329;342;84.24
329;357;61.83
329;359;76.14
329;363;44.27
330;271;57.29
330;309;68.16
330;310;51.99
330;319;13.60
330;321;99.07
330;323;83.98
330;325;78.57
330;326;37.46
330;328;71.60
330;329;55.32
330;331;62.75
330;336;52.61
330;338;99.27
330;343;62.44
330;351;13.78
331;300;51.35
331;308;67.55
331;310;42.92
331;321;45.80
331;325;53.97
331;326;47.89
331;327;74.44
331;330;62.75
331;333;37.78
331;334;51.73
331;335;29.80
331;336;73.70
331;339;6.28
331;343;35.03
331;357;39.55
332;290;66.94
332;317;21.03
332;319;70.10
332;321;42.72
332;326;40.15
332;327;57.95
332;329;36.79
332;338;23.88
332;341;49.30
332;343;22.51
332;344;25.94
332;346;47.29
332;349;71.57
332;353;55.36
332;361;52.58
333;301;34.48
333;307;75.92
333;313;48.02
333;318;82.24
333;319;58.09
333;323;73.15
333;329;41.40
333;331;37.78
333;334;20.58
333;335;84.78
333;339;46.19
333;340;84.39
333;348;14.42
333;349;45.67
333;358;70.56
334;302;21.22
334;309;40.51
334;320;90.54
334;321;100.18
334;324;36.47
334;328;20.59
334;331;51.73
334;333;20.58
334;336;15.28
334;339;96.96
334;345;58.09
334;346;75.01
334;351;69.27
334;354;35.01
334;377;18.91
335;310;29.35
335;312;68.13
335;314;93.04
335;315;91.78
335;318;4.18
335;321;12.20
335;322;52.85
335;323;24.75
335;324;62.78
335;325;61.41
335;331;29.80
335;333;84.78
335;337;7.37
335;339;92.48
335;352;66.33
336;320;16.16
336;321;13.30
336;330;52.61
336;331;73.70
336;334;15.28
336;338;50.82
336;339;79.23
336;340;5.72
336;342;72.19
336;343;31.70
336;345;3.99
336;346;92.86
336;348;14.22
336;350;99.74
336;360;14.54
337;290;38.65
337;323;27.90
337;325;78.21
337;328;91.01
337;335;7.37
337;339;59.10
337;340;12.06
337;341;86.40
337;344;53.88
337;346;4.89
337;351;28.96
337;359;4.99
337;369;49.44
337;377;26.22
337;380;1.39
338;304;39.36
338;315;44.09
338;320;10.96
338;323;53.79
338;324;88.17
338;327;75.87
338;329;4.50
338;330;99.27
338;332;23.88
338;336;50.82
338;339;1.88
338;341;26.96
338;342;70.16
338;344;95.76
338;347;59.24
339;307;39.37
339;321;14.57
339;328;34.57
339;331;6.28
339;333;46.19
339;334;96.96
339;335;92.48
339;336;79.23
339;337;59.10
339;338;1.88
339;341;93.63
339;342;45.54
339;343;100.35
339;344;23.69
339;346;21.69
340;278;92.36
340;312;46.58
340;313;17.88
340;322;32.08
340;329;39.98
340;333;84.39
340;336;5.72
340;337;12.06
340;342;13.22
340;343;63.80
340;347;23.39
340;348;93.40
340;350;57.65
340;368;72.80
340;378;27.80
341;313;3.95
341;314;52.91
341;315;23.91
341;332;49.30
341;337;86.40
341;338;26.96
341;339;93.63
341;344;26.51
341;345;71.99
341;346;21.35
341;362;98.98
341;366;84.96
341;370;72.96
341;371;61.10
341;445;80.67
342;313;42.03
342;318;83.22
342;321;91.38
342;329;84.24
342;336;72.19
342;338;70.16
342;339;45.54
342;340;13.22
342;343;94.12
342;347;98.05
342;348;38.51
342;350;72.95
342;352;21.87
342;359;28.07
342;360;17.98
343;330;62.44
343;331;35.03
343;332;22.51
343;336;31.70
343;339;100.35
343;340;63.80
343;342;94.12
343;346;43.63
343;348;57.31
343;350;20.76
343;351;62.41
343;353;34.95
343;355;17.55
343;356;37.50
343;375;92.52
344;316;94.58
344;324;86.92
344;326;75.56
344;332;25.94
344;337;53.88
344;338;95.76
344;339;23.69
344;341;26.51
344;345;34.53
344;348;39.55
344;350;94.53
344;356;74.62
344;360;92.61
344;373;68.72
344;377;72.43
345;307;67.75
345;321;94.51
345;323;84.38
345;324;52.86
345;334;58.09
345;336;3.99
345;341;71.99
345;344;34.53
345;346;92.71
345;348;84.32
345;351;39.16
345;354;73.21
345;360;45.57
345;368;35.29
345;371;51.06
346;328;67.22
346;332;47.29
346;334;75.01
346;336;92.86
346;337;4.89
346;339;21.69
346;341;21.35
346;343;43.63
346;345;92.71
346;348;23.11
346;358;71.63
346;360;51.70
346;361;90.38
346;370;80.90
346;376;45.66
347;272;63.41
347;338;59.24
347;340;23.39
347;342;98.05
347;348;21.59
347;349;2.85
347;353;26.55
347;355;9.70
347;359;83.60
347;362;29.92
347;369;73.17
347;370;97.95
347;372;90.99
347;373;37.81
347;376;66.12
348;313;42.70
348;319;79.40
348;333;14.42
348;336;14.22
348;340;93.40
348;342;38.51
348;343;57.31
348;344;39.55
348;345;84.32
348;346;23.11
348;347;21.59
348;351;90.22
348;356;34.41
348;361;22.48
348;376;7.97
349;307;9.99
349;311;48.25
349;325;75.16
349;332;71.57
349;333;45.67
349;347;2.85
349;350;82.03
349;353;25.11
349;354;52.98
349;358;74.75
349;360;90.35
